tool_id,name,type,material,diameter,shank_diameter,cutting_length,overall_length,flute_count,helix_angle,coating,workpiece_materials,center_cutting,price_usd,manufacturer,max_depth_of_cut,max_rpm,speed_feed_link,image_link,product_link
03-0561,"1"" Dia. Carbide End Mill, 4 Flute, Hyb. AlCrN Coated, 1"" Weldon Shank x 1-1/2"" LOC, 0.03"" Radius, HTPM",end_mill,carbide,25.4,25.4,38.1,101.6,4,36.0,Hybrid AlCrN,"['Cast Iron', 'Stainless Steel', 'Steel']",True,164.95,Haas,19.05,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-0540%20to%2003-0563)%20end%20mills,%20htpm,%20speeds%20and%20feeds,%20slotting%20and%20side%20cutting,%20inch.pdf",/content/dam/haascnc/ecommerce/03-0561/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0561.html
03-0562,"1"" Dia. Carbide End Mill, 4 Flute, Hyb. AlCrN Coated, 1"" Weldon Shank x 1-1/2"" LOC, 0.06"" Radius, HTPM",end_mill,carbide,25.4,25.4,38.1,101.6,4,36.0,Hybrid AlCrN,"['Cast Iron', 'Stainless Steel', 'Steel']",True,164.95,Haas,19.05,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-0540%20to%2003-0563)%20end%20mills,%20htpm,%20speeds%20and%20feeds,%20slotting%20and%20side%20cutting,%20inch.pdf",/content/dam/haascnc/ecommerce/03-0562/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0562.html
03-0563,"1"" Dia. Carbide End Mill, 4 Flute, Hyb. AlCrN Coated, 1"" Weldon Shank x 1-1/2"" LOC, 0.12"" Radius, HTPM",end_mill,carbide,25.4,25.4,38.1,101.6,4,36.0,Hybrid AlCrN,"['Stainless Steel', 'Cast Iron', 'Steel']",True,164.95,Haas,19.05,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-0540%20to%2003-0563)%20end%20mills,%20htpm,%20speeds%20and%20feeds,%20slotting%20and%20side%20cutting,%20inch.pdf",/content/dam/haascnc/ecommerce/03-0563/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0563.html
03-0564,"1/8"" Dia. Carbide End Mill, 3 Flute, Uncoated, 1/8"" Smooth Shank x 3/8"" LOC, 0.015"" Radius, HSAM2",end_mill,carbide,3.17,3.17,9.52,38.1,3,37.0,Uncoated,['Aluminum'],True,13.95,Haas,4.76,25000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/03-0564%20to%2003-0587%20end%20mills,%20hsam2,%20speeds%20and%20feeds,%20inch.pdf",/content/dam/haascnc/ecommerce/03-0564/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0564.html
03-0565,"3/16"" Dia. Carbide End Mill, 3 Flute, Uncoated, 3/16"" Smooth Shank x 9/16"" LOC, 0.015"" Radius, HSAM2",end_mill,carbide,4.76,4.76,14.3,50.8,3,37.0,Uncoated,['Aluminum'],True,15.95,Haas,7.15,25000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/03-0564%20to%2003-0587%20end%20mills,%20hsam2,%20speeds%20and%20feeds,%20inch.pdf",/content/dam/haascnc/ecommerce/03-0565/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0565.html
03-0566,"1/4"" Dia. Carbide End Mill, 3 Flute, Uncoated, 1/4"" Smooth Shank x 5/8"" LOC, 0.015"" Radius, HSAM2",end_mill,carbide,6.35,6.35,15.88,76.2,3,37.0,Uncoated,['Aluminum'],True,17.95,Haas,7.94,18000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/03-0564%20to%2003-0587%20end%20mills,%20hsam2,%20speeds%20and%20feeds,%20inch.pdf",/content/dam/haascnc/ecommerce/03-0566/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0566.html
03-0567,"1/4"" Dia. Carbide End Mill, 3 Flute, Uncoated, 1/4"" Smooth Shank x 5/8"" LOC, 0.03"" Radius, HSAM2",end_mill,carbide,6.35,6.35,15.88,76.2,3,37.0,Uncoated,['Aluminum'],True,17.95,Haas,7.94,18000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/03-0564%20to%2003-0587%20end%20mills,%20hsam2,%20speeds%20and%20feeds,%20inch.pdf",/content/dam/haascnc/ecommerce/03-0567/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0567.html
03-0568,"5/16"" Dia. Carbide End Mill, 3 Flute, Uncoated, 5/16"" Smooth Shank x 13/16"" LOC, 0.015"" Radius, HSAM2",end_mill,carbide,7.94,7.94,20.65,76.2,3,37.0,Uncoated,['Aluminum'],True,20.95,Haas,10.33,18000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/03-0564%20to%2003-0587%20end%20mills,%20hsam2,%20speeds%20and%20feeds,%20inch.pdf",/content/dam/haascnc/ecommerce/03-0568/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0568.html
03-0569,"5/16"" Dia. Carbide End Mill, 3 Flute, Uncoated, 5/16"" Smooth Shank x 13/16"" LOC, 0.03"" Radius, HSAM2",end_mill,carbide,7.94,7.94,20.65,76.2,3,37.0,Uncoated,['Aluminum'],True,20.95,Haas,10.33,18000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/03-0564%20to%2003-0587%20end%20mills,%20hsam2,%20speeds%20and%20feeds,%20inch.pdf",/content/dam/haascnc/ecommerce/03-0569/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0569.html
03-0570,"3/8"" Dia. Carbide End Mill, 3 Flute, Uncoated, 3/8"" Smooth Shank x 1"" LOC, 0.015"" Radius, HSAM2",end_mill,carbide,9.52,9.52,25.4,63.5,3,37.0,Uncoated,['Aluminum'],True,20.95,Haas,12.7,18000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/03-0564%20to%2003-0587%20end%20mills,%20hsam2,%20speeds%20and%20feeds,%20inch.pdf",/content/dam/haascnc/ecommerce/03-0570/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0570.html
03-0571,"3/8"" Dia. Carbide End Mill, 3 Flute, Uncoated, 3/8"" Smooth Shank x 1"" LOC, 0.03"" Radius, HSAM2",end_mill,carbide,9.52,9.52,25.4,63.5,3,37.0,Uncoated,['Aluminum'],True,20.95,Haas,12.7,18000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/03-0564%20to%2003-0587%20end%20mills,%20hsam2,%20speeds%20and%20feeds,%20inch.pdf",/content/dam/haascnc/ecommerce/03-0571/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0571.html
03-0572,"1/2"" Dia. Carbide End Mill, 3 Flute, Uncoated, 1/2"" Smooth Shank x 1-1/4"" LOC, 0.015"" Radius, HSAM2",end_mill,carbide,12.7,12.7,31.75,76.2,3,37.0,Uncoated,['Aluminum'],True,37.95,Haas,15.88,15000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/03-0564%20to%2003-0587%20end%20mills,%20hsam2,%20speeds%20and%20feeds,%20inch.pdf",/content/dam/haascnc/ecommerce/03-0572/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0572.html
03-0573,"1/2"" Dia. Carbide End Mill, 3 Flute, Uncoated, 1/2"" Smooth Shank x 1-1/4"" LOC, 0.03"" Radius, HSAM2",end_mill,carbide,12.7,12.7,31.75,76.2,3,37.0,Uncoated,['Aluminum'],True,37.95,Haas,15.88,15000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/03-0564%20to%2003-0587%20end%20mills,%20hsam2,%20speeds%20and%20feeds,%20inch.pdf",/content/dam/haascnc/ecommerce/03-0573/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0573.html
03-0574,"1/2"" Dia. Carbide End Mill, 3 Flute, Uncoated, 1/2"" Smooth Shank x 1-1/4"" LOC, 0.06"" Radius, HSAM2",end_mill,carbide,12.7,12.7,31.75,76.2,3,37.0,Uncoated,['Aluminum'],True,37.95,Haas,15.88,15000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/03-0564%20to%2003-0587%20end%20mills,%20hsam2,%20speeds%20and%20feeds,%20inch.pdf",/content/dam/haascnc/ecommerce/03-0574/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0574.html
03-0575,"1/2"" Dia. Carbide End Mill, 3 Flute, Uncoated, 1/2"" Smooth Shank x 1-1/4"" LOC, 0.12"" Radius, HSAM2",end_mill,carbide,12.7,12.7,31.75,76.2,3,37.0,Uncoated,['Aluminum'],True,37.95,Haas,15.88,15000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/03-0564%20to%2003-0587%20end%20mills,%20hsam2,%20speeds%20and%20feeds,%20inch.pdf",/content/dam/haascnc/ecommerce/03-0575/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0575.html
03-0576,"5/8"" Dia. Carbide End Mill, 3 Flute, Uncoated, 5/8"" Smooth Shank x 1-5/8"" LOC, 0.015"" Radius, HSAM2",end_mill,carbide,15.88,15.88,41.27,88.9,3,37.0,Uncoated,['Aluminum'],True,81.95,Haas,20.64,15000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/03-0564%20to%2003-0587%20end%20mills,%20hsam2,%20speeds%20and%20feeds,%20inch.pdf",/content/dam/haascnc/ecommerce/03-0576/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0576.html
03-0577,"5/8"" Dia. Carbide End Mill, 3 Flute, Uncoated, 5/8"" Smooth Shank x 1-5/8"" LOC, 0.03"" Radius, HSAM2",end_mill,carbide,15.88,15.88,41.27,88.9,3,37.0,Uncoated,['Aluminum'],True,81.95,Haas,20.64,15000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/03-0564%20to%2003-0587%20end%20mills,%20hsam2,%20speeds%20and%20feeds,%20inch.pdf",/content/dam/haascnc/ecommerce/03-0577/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0577.html
03-0578,"5/8"" Dia. Carbide End Mill, 3 Flute, Uncoated, 5/8"" Smooth Shank x 1-5/8"" LOC, 0.06"" Radius, HSAM2",end_mill,carbide,15.88,15.88,41.27,88.9,3,37.0,Uncoated,['Aluminum'],True,81.95,Haas,20.64,15000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/03-0564%20to%2003-0587%20end%20mills,%20hsam2,%20speeds%20and%20feeds,%20inch.pdf",/content/dam/haascnc/ecommerce/03-0578/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0578.html
03-0579,"5/8"" Dia. Carbide End Mill, 3 Flute, Uncoated, 5/8"" Smooth Shank x 1-5/8"" LOC, 0.12"" Radius, HSAM2",end_mill,carbide,15.88,15.88,41.27,88.9,3,37.0,Uncoated,['Aluminum'],True,81.95,Haas,20.64,15000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/03-0564%20to%2003-0587%20end%20mills,%20hsam2,%20speeds%20and%20feeds,%20inch.pdf",/content/dam/haascnc/ecommerce/03-0579/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0579.html
03-0580,"3/4"" Dia. Carbide End Mill, 3 Flute, Uncoated, 3/4"" Smooth Shank x 1-5/8"" LOC, 0.015"" Radius, HSAM2",end_mill,carbide,19.05,19.05,41.27,101.6,3,37.0,Uncoated,['Aluminum'],True,98.95,Haas,20.64,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/03-0564%20to%2003-0587%20end%20mills,%20hsam2,%20speeds%20and%20feeds,%20inch.pdf",/content/dam/haascnc/ecommerce/03-0580/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0580.html
03-0581,"3/4"" Dia. Carbide End Mill, 3 Flute, Uncoated, 3/4"" Smooth Shank x 1-5/8"" LOC, 0.03"" Radius, HSAM2",end_mill,carbide,19.05,19.05,41.27,101.6,3,37.0,Uncoated,['Aluminum'],True,98.95,Haas,20.64,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/03-0564%20to%2003-0587%20end%20mills,%20hsam2,%20speeds%20and%20feeds,%20inch.pdf",/content/dam/haascnc/ecommerce/03-0581/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0581.html
03-0582,"3/4"" Dia. Carbide End Mill, 3 Flute, Uncoated, 3/4"" Smooth Shank x 1-5/8"" LOC, 0.06"" Radius, HSAM2",end_mill,carbide,19.05,19.05,41.27,101.6,3,37.0,Uncoated,['Aluminum'],True,98.95,Haas,20.64,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/03-0564%20to%2003-0587%20end%20mills,%20hsam2,%20speeds%20and%20feeds,%20inch.pdf",/content/dam/haascnc/ecommerce/03-0582/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0582.html
03-0583,"3/4"" Dia. Carbide End Mill, 3 Flute, Uncoated, 3/4"" Smooth Shank x 1-5/8"" LOC, 0.12"" Radius, HSAM2",end_mill,carbide,19.05,19.05,41.27,101.6,3,37.0,Uncoated,['Aluminum'],True,98.95,Haas,20.64,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/03-0564%20to%2003-0587%20end%20mills,%20hsam2,%20speeds%20and%20feeds,%20inch.pdf",/content/dam/haascnc/ecommerce/03-0583/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0583.html
03-0584,"1"" Dia. Carbide End Mill, 3 Flute, Uncoated, 1"" Smooth Shank x 1-1/4"" LOC, 0.015"" Radius, HSAM2",end_mill,carbide,25.4,25.4,31.75,76.2,3,37.0,Uncoated,['Aluminum'],True,144.95,Haas,15.88,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/03-0564%20to%2003-0587%20end%20mills,%20hsam2,%20speeds%20and%20feeds,%20inch.pdf",/content/dam/haascnc/ecommerce/03-0584/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0584.html
03-0585,"1"" Dia. Carbide End Mill, 3 Flute, Uncoated, 1"" Smooth Shank x 1-1/4"" LOC, 0.03"" Radius, HSAM2",end_mill,carbide,25.4,25.4,31.75,76.2,3,37.0,Uncoated,['Aluminum'],True,144.95,Haas,15.88,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/03-0564%20to%2003-0587%20end%20mills,%20hsam2,%20speeds%20and%20feeds,%20inch.pdf",/content/dam/haascnc/ecommerce/03-0585/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0585.html
03-0586,"1"" Dia. Carbide End Mill, 3 Flute, Uncoated, 1"" Smooth Shank x 1-1/4"" LOC, 0.06"" Radius, HSAM2",end_mill,carbide,25.4,25.4,31.75,76.2,3,37.0,Uncoated,['Aluminum'],True,144.95,Haas,15.88,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/03-0564%20to%2003-0587%20end%20mills,%20hsam2,%20speeds%20and%20feeds,%20inch.pdf",/content/dam/haascnc/ecommerce/03-0586/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0586.html
03-0587,"1"" Dia. Carbide End Mill, 3 Flute, Uncoated, 1"" Smooth Shank x 1-1/4"" LOC, 0.12"" Radius, HSAM2",end_mill,carbide,25.4,25.4,31.75,76.2,3,37.0,Uncoated,['Aluminum'],True,144.95,Haas,15.88,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/03-0564%20to%2003-0587%20end%20mills,%20hsam2,%20speeds%20and%20feeds,%20inch.pdf",/content/dam/haascnc/ecommerce/03-0587/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0587.html
03-0625,"1/8"" Dia. Carbide End Mill, 5 Flute, AlTiN Coated, 1/8"" Smooth Shank x 3/8"" LOC, 0.015"" Radius, HTM",end_mill,carbide,3.17,3.17,9.52,38.1,5,38.0,AlTiN,"['Stainless Steel', 'High Temp Alloys']",True,10.95,Haas,4.76,25000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-0625%20to%2003-0648)%20end%20mills,%20htm,%20speeds%20and%20feeds,%20inch.pdf",/content/dam/haascnc/ecommerce/03-0625/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0625.html
03-0626,"3/16"" Dia. Carbide End Mill, 5 Flute, AlTiN Coated, 3/16"" Smooth Shank x 7/16"" LOC, 0.015"" Radius, HTM",end_mill,carbide,4.76,4.76,11.13,50.8,5,38.0,AlTiN,"['Stainless Steel', 'High Temp Alloys']",True,15.95,Haas,5.56,25000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-0625%20to%2003-0648)%20end%20mills,%20htm,%20speeds%20and%20feeds,%20inch.pdf",/content/dam/haascnc/ecommerce/03-0626/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0626.html
03-0627,"1/4"" Dia. Carbide End Mill, 5 Flute, AlTiN Coated, 1/4"" Smooth Shank x 3/4"" LOC, 0.015"" Radius, HTM",end_mill,carbide,6.35,6.35,19.05,63.5,5,38.0,AlTiN,"['High Temp Alloys', 'Stainless Steel']",True,18.95,Haas,9.52,18000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-0625%20to%2003-0648)%20end%20mills,%20htm,%20speeds%20and%20feeds,%20inch.pdf",/content/dam/haascnc/ecommerce/03-0627/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0627.html
03-0628,"1/4"" Dia. Carbide End Mill, 5 Flute, AlTiN Coated, 1/4"" Smooth Shank x 3/4"" LOC, 0.03"" Radius, HTM",end_mill,carbide,6.35,6.35,19.05,63.5,5,38.0,AlTiN,"['High Temp Alloys', 'Stainless Steel']",True,18.95,Haas,9.52,18000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-0625%20to%2003-0648)%20end%20mills,%20htm,%20speeds%20and%20feeds,%20inch.pdf",/content/dam/haascnc/ecommerce/03-0628/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0628.html
03-0629,"5/16"" Dia. Carbide End Mill, 5 Flute, AlTiN Coated, 5/16"" Smooth Shank x 13/16"" LOC, 0.015"" Radius, HTM",end_mill,carbide,7.94,7.94,20.65,63.5,5,38.0,AlTiN,"['Stainless Steel', 'High Temp Alloys']",True,25.95,Haas,10.33,18000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-0625%20to%2003-0648)%20end%20mills,%20htm,%20speeds%20and%20feeds,%20inch.pdf",/content/dam/haascnc/ecommerce/03-0629/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0629.html
03-0630,"5/16"" Dia. Carbide End Mill, 5 Flute, AlTiN Coated, 5/16"" Smooth Shank x 13/16"" LOC, 0.03"" Radius, HTM",end_mill,carbide,7.94,7.94,20.65,63.5,5,38.0,AlTiN,"['High Temp Alloys', 'Stainless Steel']",True,25.95,Haas,10.33,18000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-0625%20to%2003-0648)%20end%20mills,%20htm,%20speeds%20and%20feeds,%20inch.pdf",/content/dam/haascnc/ecommerce/03-0630/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0630.html
03-0631,"3/8"" Dia. Carbide End Mill, 5 Flute, AlTiN Coated, 3/8"" Smooth Shank x 1"" LOC, 0.015"" Radius, HTM",end_mill,carbide,9.52,9.52,25.4,76.2,5,38.0,AlTiN,"['High Temp Alloys', 'Stainless Steel']",True,30.95,Haas,12.7,18000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-0625%20to%2003-0648)%20end%20mills,%20htm,%20speeds%20and%20feeds,%20inch.pdf",/content/dam/haascnc/ecommerce/03-0631/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0631.html
03-0632,"3/8"" Dia. Carbide End Mill, 5 Flute, AlTiN Coated, 3/8"" Smooth Shank x 1"" LOC, 0.03"" Radius, HTM",end_mill,carbide,9.52,9.52,25.4,76.2,5,38.0,AlTiN,"['High Temp Alloys', 'Stainless Steel']",True,30.95,Haas,12.7,18000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-0625%20to%2003-0648)%20end%20mills,%20htm,%20speeds%20and%20feeds,%20inch.pdf",/content/dam/haascnc/ecommerce/03-0632/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0632.html
03-0633,"1/2"" Dia. Carbide End Mill, 5 Flute, AlTiN Coated, 1/2"" Weldon Shank x 1-1/4"" LOC, 0.015"" Radius, HTM",end_mill,carbide,12.7,12.7,31.75,88.9,5,38.0,AlTiN,"['Stainless Steel', 'High Temp Alloys']",True,46.95,Haas,15.88,15000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-0625%20to%2003-0648)%20end%20mills,%20htm,%20speeds%20and%20feeds,%20inch.pdf",/content/dam/haascnc/ecommerce/03-0633/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0633.html
03-0634,"1/2"" Dia. Carbide End Mill, 5 Flute, AlTiN Coated, 1/2"" Weldon Shank x 1-1/4"" LOC, 0.03"" Radius, HTM",end_mill,carbide,12.7,12.7,31.75,88.9,5,38.0,AlTiN,"['High Temp Alloys', 'Stainless Steel']",True,46.95,Haas,15.88,15000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-0625%20to%2003-0648)%20end%20mills,%20htm,%20speeds%20and%20feeds,%20inch.pdf",/content/dam/haascnc/ecommerce/03-0634/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0634.html
03-0635,"1/2"" Dia. Carbide End Mill, 5 Flute, AlTiN Coated, 1/2"" Weldon Shank x 1-1/4"" LOC, 0.06"" Radius, HTM",end_mill,carbide,12.7,12.7,31.75,88.9,5,38.0,AlTiN,"['High Temp Alloys', 'Stainless Steel']",True,46.95,Haas,15.88,15000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-0625%20to%2003-0648)%20end%20mills,%20htm,%20speeds%20and%20feeds,%20inch.pdf",/content/dam/haascnc/ecommerce/03-0635/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0635.html
03-0636,"1/2"" Dia. Carbide End Mill, 5 Flute, AlTiN Coated, 1/2"" Weldon Shank x 1-1/4"" LOC, 0.12"" Radius, HTM",end_mill,carbide,12.7,12.7,31.75,88.9,5,38.0,AlTiN,"['High Temp Alloys', 'Stainless Steel']",True,46.95,Haas,15.88,15000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-0625%20to%2003-0648)%20end%20mills,%20htm,%20speeds%20and%20feeds,%20inch.pdf",/content/dam/haascnc/ecommerce/03-0636/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0636.html
03-0637,"5/8"" Dia. Carbide End Mill, 5 Flute, AlTiN Coated, 5/8"" Weldon Shank x 1-1/4"" LOC, 0.015"" Radius, HTM",end_mill,carbide,15.88,15.88,31.75,88.9,5,38.0,AlTiN,"['High Temp Alloys', 'Stainless Steel']",True,64.95,Haas,15.88,15000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-0625%20to%2003-0648)%20end%20mills,%20htm,%20speeds%20and%20feeds,%20inch.pdf",/content/dam/haascnc/ecommerce/03-0637/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0637.html
