tool_id,name,type,material,diameter,shank_diameter,cutting_length,overall_length,flute_count,helix_angle,coating,workpiece_materials,center_cutting,price_usd,manufacturer,max_depth_of_cut,max_rpm,speed_feed_link,image_link,product_link
03-2999,"14mm Dia. HSS End Mill, 2 Flute, Uncoated, 12mm Weldon Shank x 36mm LOC, Square Profile, HM2",end_mill,carbide,355.6,304.8,914.4,2235.2,2,,Uncoated,['Aluminum'],True,23.95,Haas,457.2,10000,https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/Speeds%20and%20Feeds_03-2995%20to%2003-3009.pdf,/content/dam/haascnc/ecommerce/03-2999/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-2999.html
03-3000,"16mm Dia. HSS End Mill, 2 Flute, Uncoated, 16mm Weldon Shank x 42mm LOC, Square Profile, HM2",end_mill,carbide,406.4,406.4,1066.8,2489.2,2,,Uncoated,['Aluminum'],True,27.95,Haas,533.4,10000,https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/Speeds%20and%20Feeds_03-2995%20to%2003-3009.pdf,/content/dam/haascnc/ecommerce/03-3000/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-3000.html
03-3001,"20mm Dia. HSS End Mill, 2 Flute, Uncoated, 20mm Weldon Shank x 42mm LOC, Square Profile, HM2",end_mill,carbide,508.0,508.0,1066.8,2540.0,2,,Uncoated,['Aluminum'],True,35.95,Haas,533.4,10000,https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/Speeds%20and%20Feeds_03-2995%20to%2003-3009.pdf,/content/dam/haascnc/ecommerce/03-3001/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-3001.html
03-3002,"25mm Dia. HSS End Mill, 2 Flute, Uncoated, 25mm Weldon Shank x 52mm LOC, Square Profile, HM2",end_mill,carbide,635.0,635.0,1320.8,3048.0,2,,Uncoated,['Aluminum'],True,51.95,Haas,660.4,10000,https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/Speeds%20and%20Feeds_03-2995%20to%2003-3009.pdf,/content/dam/haascnc/ecommerce/03-3002/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-3002.html
03-3003,"6mm Dia. HSS End Mill, 2 Flute, Uncoated, 10mm Weldon Shank x 32mm LOC, Square Profile, HM2",end_mill,carbide,152.4,254.0,812.8,2032.0,2,,Uncoated,['Aluminum'],True,12.95,Haas,406.4,10000,https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/Speeds%20and%20Feeds_03-2995%20to%2003-3009.pdf,/content/dam/haascnc/ecommerce/03-3003/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-3003.html
03-3004,"8mm Dia. HSS End Mill, 2 Flute, Uncoated, 10mm Weldon Shank x 40mm LOC, Square Profile, HM2",end_mill,carbide,203.2,254.0,1016.0,2133.6,2,,Uncoated,['Aluminum'],True,12.95,Haas,508.0,10000,https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/Speeds%20and%20Feeds_03-2995%20to%2003-3009.pdf,/content/dam/haascnc/ecommerce/03-3004/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-3004.html
03-3005,"10mm Dia. HSS End Mill, 2 Flute, Uncoated, 10mm Weldon Shank x 40mm LOC, Square Profile, HM2",end_mill,carbide,254.0,254.0,1016.0,2133.6,2,,Uncoated,['Aluminum'],True,12.95,Haas,508.0,10000,https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/Speeds%20and%20Feeds_03-2995%20to%2003-3009.pdf,/content/dam/haascnc/ecommerce/03-3005/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-3005.html
03-3006,"12mm Dia. HSS End Mill, 2 Flute, Uncoated, 12mm Weldon Shank x 52mm LOC, Square Profile, HM2",end_mill,carbide,304.8,304.8,1320.8,2692.4,2,,Uncoated,['Aluminum'],True,19.95,Haas,660.4,10000,https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/Speeds%20and%20Feeds_03-2995%20to%2003-3009.pdf,/content/dam/haascnc/ecommerce/03-3006/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-3006.html
03-3007,"16mm Dia. HSS End Mill, 2 Flute, Uncoated, 16mm Weldon Shank x 65mm LOC, Square Profile, HM2",end_mill,carbide,406.4,406.4,1651.0,3048.0,2,,Uncoated,['Aluminum'],True,35.95,Haas,825.5,10000,https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/Speeds%20and%20Feeds_03-2995%20to%2003-3009.pdf,/content/dam/haascnc/ecommerce/03-3007/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-3007.html
03-3008,"20mm Dia. HSS End Mill, 2 Flute, Uncoated, 20mm Weldon Shank x 78mm LOC, Square Profile, HM2",end_mill,carbide,508.0,508.0,1981.2,3556.0,2,,Uncoated,['Aluminum'],True,45.95,Haas,990.6,10000,https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/Speeds%20and%20Feeds_03-2995%20to%2003-3009.pdf,/content/dam/haascnc/ecommerce/03-3008/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-3008.html
03-3009,"25mm Dia. HSS End Mill, 2 Flute, Uncoated, 25mm Weldon Shank x 78mm LOC, Square Profile, HM2",end_mill,carbide,635.0,635.0,1981.2,4318.0,2,,Uncoated,['Aluminum'],True,68.95,Haas,990.6,10000,https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/Speeds%20and%20Feeds_03-2995%20to%2003-3009.pdf,/content/dam/haascnc/ecommerce/03-3009/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-3009.html
03-3052,"3/4"" Dia. Carbide End Mill, 3 Flute, DLC Coated, 3/4"" Smooth Shank x 2-1/2"" LOC, 0.06"" Radius, HSAM2",end_mill,carbide,19.05,19.05,63.5,127.0,3,37.0,DLC,['Aluminum'],True,194.95,Haas,31.75,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/End%20Mills%2003-3052%20to%203062,%20HSAM2,%20Speeds%20and%20Feeds.pdf",/content/dam/haascnc/ecommerce/03-3052/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-3052.html
03-3053,"3/4"" Dia. Carbide End Mill, 3 Flute, DLC Coated, 3/4"" Smooth Shank x 2-1/2"" LOC, 0.03"" Radius, HSAM2",end_mill,carbide,19.05,19.05,63.5,127.0,3,37.0,DLC,['Aluminum'],True,194.95,Haas,31.75,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/End%20Mills%2003-3052%20to%203062,%20HSAM2,%20Speeds%20and%20Feeds.pdf",/content/dam/haascnc/ecommerce/03-3053/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-3053.html
03-3054,"5/8"" Dia. Carbide End Mill, 3 Flute, DLC Coated, 5/8"" Smooth Shank x 2-3/8"" LOC, 0.03"" Radius, HSAM2",end_mill,carbide,15.88,15.88,60.32,114.3,3,37.0,DLC,['Aluminum'],True,174.95,Haas,30.16,15000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/End%20Mills%2003-3052%20to%203062,%20HSAM2,%20Speeds%20and%20Feeds.pdf",/content/dam/haascnc/ecommerce/03-3054/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-3054.html
03-3055,"1/2"" Dia. Carbide End Mill, 3 Flute, DLC Coated, 1/2"" Smooth Shank x 2"" LOC, 0.06"" Radius, HSAM2",end_mill,carbide,12.7,12.7,50.8,101.6,3,37.0,DLC,['Aluminum'],True,96.95,Haas,25.4,15000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/End%20Mills%2003-3052%20to%203062,%20HSAM2,%20Speeds%20and%20Feeds.pdf",/content/dam/haascnc/ecommerce/03-3055/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-3055.html
03-3056,"1/2"" Dia. Carbide End Mill, 3 Flute, DLC Coated, 1/2"" Smooth Shank x 2"" LOC, 0.03"" Radius, HSAM2",end_mill,carbide,12.7,12.7,50.8,101.6,3,37.0,DLC,['Aluminum'],True,96.95,Haas,25.4,15000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/End%20Mills%2003-3052%20to%203062,%20HSAM2,%20Speeds%20and%20Feeds.pdf",/content/dam/haascnc/ecommerce/03-3056/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-3056.html
03-3057,"3/8"" Dia. Carbide End Mill, 3 Flute, DLC Coated, 3/8"" Smooth Shank x 1-1/2"" LOC, 0.03"" Radius, HSAM2",end_mill,carbide,9.52,9.52,38.1,88.9,3,37.0,DLC,['Aluminum'],True,51.95,Haas,19.05,18000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/End%20Mills%2003-3052%20to%203062,%20HSAM2,%20Speeds%20and%20Feeds.pdf",/content/dam/haascnc/ecommerce/03-3057/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-3057.html
03-3058,"1/4"" Dia. Carbide End Mill, 3 Flute, DLC Coated, 1/4"" Smooth Shank x 1-1/4"" LOC, 0.03"" Radius, HSAM2",end_mill,carbide,6.35,6.35,31.75,76.2,3,37.0,DLC,['Aluminum'],True,39.95,Haas,15.88,18000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/End%20Mills%2003-3052%20to%203062,%20HSAM2,%20Speeds%20and%20Feeds.pdf",/content/dam/haascnc/ecommerce/03-3058/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-3058.html
03-3059,"1/4"" Dia. Carbide End Mill, 3 Flute, DLC Coated, 1/4"" Smooth Shank x 1-1/4"" LOC, 0.01"" Radius, HSAM2",end_mill,carbide,6.35,6.35,31.75,76.2,3,37.0,DLC,['Aluminum'],True,39.95,Haas,15.88,18000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/End%20Mills%2003-3052%20to%203062,%20HSAM2,%20Speeds%20and%20Feeds.pdf",/content/dam/haascnc/ecommerce/03-3059/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-3059.html
03-3060,"3/8"" Dia. Carbide End Mill, 3 Flute, DLC Coated, 3/8"" Smooth Shank x 1-1/2"" LOC, 0.01"" Radius, HSAM2",end_mill,carbide,9.52,9.52,38.1,88.9,3,37.0,DLC,['Aluminum'],True,51.95,Haas,19.05,18000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/End%20Mills%2003-3052%20to%203062,%20HSAM2,%20Speeds%20and%20Feeds.pdf",/content/dam/haascnc/ecommerce/03-3060/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-3060.html
03-3061,"3/16"" Dia. Carbide End Mill, 3 Flute, DLC Coated, 3/16"" Smooth Shank x 1"" LOC, 0.01"" Radius, HSAM2",end_mill,carbide,4.76,4.76,25.4,57.15,3,37.0,DLC,['Aluminum'],True,28.95,Haas,12.7,25000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/End%20Mills%2003-3052%20to%203062,%20HSAM2,%20Speeds%20and%20Feeds.pdf",/content/dam/haascnc/ecommerce/03-3061/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-3061.html
03-3062,"1/8"" Dia. Carbide End Mill, 3 Flute, DLC Coated, 1/8"" Smooth Shank x 5/8"" LOC, 0.01"" Radius, HSAM2",end_mill,carbide,3.17,3.17,15.88,44.45,3,37.0,DLC,['Aluminum'],True,25.95,Haas,7.94,25000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/End%20Mills%2003-3052%20to%203062,%20HSAM2,%20Speeds%20and%20Feeds.pdf",/content/dam/haascnc/ecommerce/03-3062/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-3062.html
03-3063,"20mm Dia. Carbide End Mill, 3 Flute, DLC Coated, 20mm Smooth Shank x 75mm LOC x 2mm Radius, HSAM2",end_mill,carbide,508.0,508.0,1905.0,3556.0,3,37.0,DLC,['Aluminum'],True,239.95,Haas,952.5,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/End%20Mills,%2003-3063%20to%203075,%20HSAM2,%20Speeds%20and%20Feeds.pdf",/content/dam/haascnc/ecommerce/03-3063/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-3063.html
03-3064,"20mm Dia. Carbide End Mill, 3 Flute, DLC Coated, 20mm Smooth Shank x 75mm LOC x 1mm Radius, HSAM2",end_mill,carbide,508.0,508.0,1905.0,3556.0,3,37.0,DLC,['Aluminum'],True,239.95,Haas,952.5,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/End%20Mills,%2003-3063%20to%203075,%20HSAM2,%20Speeds%20and%20Feeds.pdf",/content/dam/haascnc/ecommerce/03-3064/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-3064.html
03-3065,"16mm Dia. Carbide End Mill, 3 Flute, DLC Coated, 16mm Smooth Shank x 65mm LOC x 1.5mm Radius, HSAM2",end_mill,carbide,406.4,406.4,1651.0,3175.0,3,37.0,DLC,['Aluminum'],True,199.95,Haas,825.5,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/End%20Mills,%2003-3063%20to%203075,%20HSAM2,%20Speeds%20and%20Feeds.pdf",/content/dam/haascnc/ecommerce/03-3065/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-3065.html
03-3066,"12mm Dia. Carbide End Mill, 3 Flute, DLC Coated, 12mm Smooth Shank x 55mm LOC x 1.5mm Radius, HSAM2",end_mill,carbide,304.8,304.8,1397.0,2794.0,3,37.0,DLC,['Aluminum'],True,94.95,Haas,698.5,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/End%20Mills,%2003-3063%20to%203075,%20HSAM2,%20Speeds%20and%20Feeds.pdf",/content/dam/haascnc/ecommerce/03-3066/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-3066.html
03-3067,"12mm Dia. Carbide End Mill, 3 Flute, DLC Coated, 12mm Smooth Shank x 55mm LOC x 0.8mm Radius, HSAM2",end_mill,carbide,304.8,304.8,1397.0,2794.0,3,37.0,DLC,['Aluminum'],True,94.95,Haas,698.5,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/End%20Mills,%2003-3063%20to%203075,%20HSAM2,%20Speeds%20and%20Feeds.pdf",/content/dam/haascnc/ecommerce/03-3067/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-3067.html
03-3068,"10mm Dia. Carbide End Mill, 3 Flute, DLC Coated, 10mm Smooth Shank x 50mm LOC x 1mm Radius, HSAM2",end_mill,carbide,254.0,254.0,1270.0,2540.0,3,37.0,DLC,['Aluminum'],True,56.95,Haas,635.0,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/End%20Mills,%2003-3063%20to%203075,%20HSAM2,%20Speeds%20and%20Feeds.pdf",/content/dam/haascnc/ecommerce/03-3068/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-3068.html
03-3069,"10mm Dia. Carbide End Mill, 3 Flute, DLC Coated, 10mm Smooth Shank x 50mm LOC x 0.5mm Radius, HSAM2",end_mill,carbide,254.0,254.0,1270.0,2540.0,3,37.0,DLC,['Aluminum'],True,56.95,Haas,635.0,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/End%20Mills,%2003-3063%20to%203075,%20HSAM2,%20Speeds%20and%20Feeds.pdf",/content/dam/haascnc/ecommerce/03-3069/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-3069.html
03-3070,"8mm Dia. Carbide End Mill, 3 Flute, DLC Coated, 8mm Smooth Shank x 40mm LOC x 0.8mm Radius, HSAM2",end_mill,carbide,203.2,203.2,1016.0,2159.0,3,37.0,DLC,['Aluminum'],True,48.95,Haas,508.0,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/End%20Mills,%2003-3063%20to%203075,%20HSAM2,%20Speeds%20and%20Feeds.pdf",/content/dam/haascnc/ecommerce/03-3070/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-3070.html
03-3071,"6mm Dia. Carbide End Mill, 3 Flute, DLC Coated, 6mm Smooth Shank x 32mm LOC x 1mm Radius, HSAM2",end_mill,carbide,152.4,152.4,812.8,1905.0,3,37.0,DLC,['Aluminum'],True,37.95,Haas,406.4,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/End%20Mills,%2003-3063%20to%203075,%20HSAM2,%20Speeds%20and%20Feeds.pdf",/content/dam/haascnc/ecommerce/03-3071/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-3071.html
03-3072,"6mm Dia. Carbide End Mill, 3 Flute, DLC Coated, 6mm Smooth Shank x 32mm LOC x 0.5mm Radius, HSAM2",end_mill,carbide,152.4,152.4,812.8,1905.0,3,37.0,DLC,['Aluminum'],True,37.95,Haas,406.4,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/End%20Mills,%2003-3063%20to%203075,%20HSAM2,%20Speeds%20and%20Feeds.pdf",/content/dam/haascnc/ecommerce/03-3072/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-3072.html
03-3073,"5mm Dia. Carbide End Mill, 3 Flute, DLC Coated, 5mm Smooth Shank x 25mm LOC x 0.3mm Radius, HSAM2",end_mill,carbide,127.0,127.0,635.0,1778.0,3,37.0,DLC,['Aluminum'],True,34.95,Haas,317.5,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/End%20Mills,%2003-3063%20to%203075,%20HSAM2,%20Speeds%20and%20Feeds.pdf",/content/dam/haascnc/ecommerce/03-3073/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-3073.html
03-3074,"4mm Dia. Carbide End Mill, 3 Flute, DLC Coated, 4mm Smooth Shank x 20mm LOC x 0.3mm Radius, HSAM2",end_mill,carbide,101.6,101.6,508.0,1651.0,3,37.0,DLC,['Aluminum'],True,30.95,Haas,254.0,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/End%20Mills,%2003-3063%20to%203075,%20HSAM2,%20Speeds%20and%20Feeds.pdf",/content/dam/haascnc/ecommerce/03-3074/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-3074.html
03-3075,"3mm Dia. Carbide End Mill, 3 Flute, DLC Coated, 3mm Smooth Shank x 16mm LOC x 0.3mm Radius, HSAM2",end_mill,carbide,76.2,76.2,406.4,1524.0,3,37.0,DLC,['Aluminum'],True,27.95,Haas,203.2,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/End%20Mills,%2003-3063%20to%203075,%20HSAM2,%20Speeds%20and%20Feeds.pdf",/content/dam/haascnc/ecommerce/03-3075/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-3075.html
03-3076,"1/4"" Dia. Long Carbide End Mill, 4 Flute, Hyb. AlCrN Coated, 1/4"" Smooth Shank x 3/8"" LOC x 1-1/8"" Neck Length, 0.01"" Radius, HTPM",end_mill,carbide,6.35,6.35,9.52,101.6,4,36.0,Hybrid AlCrN,"['Steel', 'Stainless Steel', 'Cast Iron']",True,30.95,Haas,4.76,18000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/End%20Mills,%2003-3076%20to%2003-3095,%20HTPM,%20Speeds%20and%20Feeds,%20Inch.pdf",/content/dam/haascnc/ecommerce/03-3076/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-3076.html
03-3077,"1/4"" Dia. Long Carbide End Mill, 4 Flute, Hyb. AlCrN Coated, 1/4"" Smooth Shank x 3/8"" LOC x 2"" Neck Length, 0.01"" Radius, HTPM",end_mill,carbide,6.35,6.35,9.52,101.6,4,36.0,Hybrid AlCrN,"['Cast Iron', 'Stainless Steel', 'Steel']",True,30.95,Haas,4.76,18000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/End%20Mills,%2003-3076%20to%2003-3095,%20HTPM,%20Speeds%20and%20Feeds,%20Inch.pdf",/content/dam/haascnc/ecommerce/03-3077/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-3077.html
03-3078,"3/8"" Dia. Long Carbide End Mill, 4 Flute, Hyb. AlCrN Coated, 3/8"" Weldon Shank x 1/2"" LOC x 1-3/4"" Neck Length, 0.01"" Radius, HTPM",end_mill,carbide,9.52,9.52,12.7,101.6,4,36.0,Hybrid AlCrN,"['Stainless Steel', 'Steel', 'Cast Iron']",True,45.95,Haas,6.35,18000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/End%20Mills,%2003-3076%20to%2003-3095,%20HTPM,%20Speeds%20and%20Feeds,%20Inch.pdf",/content/dam/haascnc/ecommerce/03-3078/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-3078.html
03-3079,"3/8"" Dia. Long Carbide End Mill, 4 Flute, Hyb. AlCrN Coated, 3/8"" Weldon Shank x 1/2"" LOC x 2-3/4"" Neck Length, 0.01"" Radius, HTPM",end_mill,carbide,9.52,9.52,12.7,127.0,4,36.0,Hybrid AlCrN,"['Stainless Steel', 'Cast Iron', 'Steel']",True,53.95,Haas,6.35,18000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/End%20Mills,%2003-3076%20to%2003-3095,%20HTPM,%20Speeds%20and%20Feeds,%20Inch.pdf",/content/dam/haascnc/ecommerce/03-3079/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-3079.html
03-3080,"1/2"" Dia. Long Carbide End Mill, 4 Flute, Hyb. AlCrN Coated, 1/2"" Weldon Shank x 5/8"" LOC x 2"" Neck Length, 0.03"" Radius, HTPM",end_mill,carbide,12.7,12.7,15.88,101.6,4,36.0,Hybrid AlCrN,"['Steel', 'Stainless Steel', 'Cast Iron']",True,62.95,Haas,7.94,15000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/End%20Mills,%2003-3076%20to%2003-3095,%20HTPM,%20Speeds%20and%20Feeds,%20Inch.pdf",/content/dam/haascnc/ecommerce/03-3080/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-3080.html
03-3081,"1/2"" Dia. Long Carbide End Mill, 4 Flute, Hyb. AlCrN Coated, 1/2"" Weldon Shank x 5/8"" LOC x 3"" Neck Length, 0.03"" Radius, HTPM",end_mill,carbide,12.7,12.7,15.88,127.0,4,36.0,Hybrid AlCrN,"['Cast Iron', 'Stainless Steel', 'Steel']",True,71.95,Haas,7.94,15000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/End%20Mills,%2003-3076%20to%2003-3095,%20HTPM,%20Speeds%20and%20Feeds,%20Inch.pdf",/content/dam/haascnc/ecommerce/03-3081/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-3081.html
03-3082,"5/8"" Dia. Long Carbide End Mill, 4 Flute, Hyb. AlCrN Coated, 5/8"" Weldon Shank x 3/4"" LOC x 2-1/2"" Neck Length, 0.03"" Radius, HTPM",end_mill,carbide,15.88,15.88,19.05,127.0,4,36.0,Hybrid AlCrN,"['Cast Iron', 'Stainless Steel', 'Steel']",True,99.95,Haas,9.52,15000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/End%20Mills,%2003-3076%20to%2003-3095,%20HTPM,%20Speeds%20and%20Feeds,%20Inch.pdf",/content/dam/haascnc/ecommerce/03-3082/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-3082.html
